 restaurant_id |                           restaurant_name                            |                                                                                                           restaurant_icon                                                                                                            |                                                                                                                                                                                                                                                                                                                                                                restaurant_description                                                                                                                                                                                                                                                                                                                                                                |                                           restaurant_address                                           | restaurant_latitude | restaurant_longitude |           restaurant_state           |                                                                                                                            food_type                                                                                                                            |    episode_info     
           492 | The Grilled Cheeserie                                                | //food.fnr.sndimg.com/content/dam/images/food/fullset/2014/10/15/0/DV1812H_The-Grilled-Cheeserie_s4x3.jpg.rend.hgtvcom.231.174.suffix/1413428395318.jpeg                                                                             | This food truck’s gourmet take on comfort food draws the crowds, but regulars say it’s worth the wait. The Pimento Mac & Chee has Guy dreaming of childhood. Served with tomato soup, this best-seller features pimento cheese, cheddar, macaroni, bacon bits and sliced tomato on country white bread.                                                                                                                                                                                                                                                                                                                                                                                                                                              | (Approximate Location) Nashville, TN 37212, USA                                                        |          36.1281626 |          -86.7969244 | Nashville, TN                        | ChIJh_SI6x9kZIgRqITAMIxnf-w                                                                                                                                                                                                                                     | test_episode_info33
           493 | Fresh Local Wild                                                     | //food.fnr.sndimg.com/content/dam/images/food/fullset/2012/5/1/0/DV1301H_bc-seafood-chowder-poutine_s4x3.jpg.rend.hgtvcom.231.174.suffix/1371606465253.jpeg                                                                          | Fresh Local Wild is a food truck that is dishing out organic, fresh food. Located two blocks from the water, fish is delivered fresh daily and is prominently featured on the menu. The poutine with seafood chowder and chicken-fried oyster sandwich with homemade tartar sauce are Guy’s favorites.                                                                                                                                                                                                                                                                                                                                                                                                                                               | W Hastings St, Vancouver, BC V6C 1E5                                                                   |          49.2869284 |         -123.1164102 | Vancouver, Canada                    | EiRXIEhhc3RpbmdzIFN0LCBWYW5jb3V2ZXIsIEJDLCBDYW5hZGEiLiosChQKEgnv7MNGgnGGVBEi20ck68qtHBIUChIJa7PCUIJxhlQReV_x1giGl3A                                                                                                                                             | test_episode_info33
           494 | Prince Lebanese Grill                                                | //food.fnr.sndimg.com/content/dam/images/food/fullset/2014/11/10/2/DV0704H_Prince-Lebanese-Grill_s4x3.jpg.rend.hgtvcom.231.174.suffix/1415658003569.jpeg                                                                             | Prince Lebanese Grill channels the flavors of the Mediterranean, with familiar classics such as falafel, shawarma and tabbouleh, and some things you may have never tried before. You must get the Middle Eastern Breakfast Pizza made with za'atar — a spice blend pesto pasted on a warmed pita.                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 502 W Randol Mill Rd, Arlington, TX 76011, USA                                                         |          32.7497481 |          -97.1118178 | Arlington, TX                        | ChIJlT3A4ph9ToYRtWmt0q-ujNk                                                                                                                                                                                                                                     | test_episode_info33
           495 | Westside Drive In                                                    | //food.fnr.sndimg.com/content/dam/images/food/fullset/2017/1/17/0/FN_iconic-idaho-food-westside-ice-cream-potato_s4x3.jpg.rend.hgtvcom.231.174.suffix/1484686929299.jpeg                                                             | Most drive-ins serve burgers and fries, but here a gourmet chef is dishing out delicious meals to the cars that roll through. The prime rib, a Friday and Saturday special, was "out of bounds" according to Guy. The finger steaks with cocktail sauce and the meatloaf sandwich are also delicious.                                                                                                                                                                                                                                                                                                                                                                                                                                                | 1939 W State St, Boise, ID 83702, USA                                                                  |          43.6259106 |         -116.2150658 | Boise, ID                            | ChIJFSNigtv4rlQRbled0zEfqlA                                                                                                                                                                                                                                     | test_episode_info33
           496 | Schellville Grill                                                    | //food.fnr.sndimg.com/content/dam/images/food/fullset/2014/11/10/2/DV0906H_Schellville-Grill_s4x3.jpg.rend.hgtvcom.231.174.suffix/1415649470944.jpeg                                                                                 | To get to Schellville Grill you will need to search off the beaten path. Once you're there, you can't miss the "Tuscan-style" signatures that Chef Matthew Nagan creates, including a twelve-layer eggplant lasagna that Guy called "outstanding," or The Yahoo Burger with Creamy Chipotle Sauce.                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 22900 Broadway, Sonoma, CA 95476, USA                                                                  |          38.2443915 |         -122.4489614 | Sonoma, CA                           | ChIJMTvADzOvhYAR7InRlncQaqA                                                                                                                                                                                                                                     | test_episode_info33
           497 | The Turf Club                                                        | //food.fnr.sndimg.com/content/dam/images/food/fullset/2014/11/10/1/DV0906H_Terrys-Turf-Club_s4x3.jpg.rend.hgtvcom.231.174.suffix/1415649471030.jpeg                                                                                  | The Turf Club is hard to miss due to its flashy exterior. But the menu is just as flamboyant. The best-selling burger with Burgundy wine sauce, wild mushrooms and truffles has become a customer favorite. But what Guy recommends is the filet mignon chili, with pork tenderloin and fresh herbs.                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 4618 Eastern Ave, Cincinnati, OH 45226, USA                                                            |          39.1182954 |          -84.4191134 | Cincinnati, OH                       | ChIJR9hJo-mtQYgRHfutT45ZBVQ                                                                                                                                                                                                                                     | test_episode_info33
           907 | Cabbage Town Market                                                  | static/img/attachment-guys-diner-background.jpg                                                                                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | 198 Carroll St SE, Atlanta, GA 30312, USA                                                              |          33.7492211 |          -84.3678925 | Atlanta, GA                          | ChIJv5GJB_ED9YgR3Ysc7rl7XgQ                                                                                                                                                                                                                                     | test_episode_info61
           498 | Kenny & Ziggy's                                                      | //food.fnr.sndimg.com/content/dam/images/food/fullset/2017/1/5/0/FN_houston-restaurant-guide-kenny-ziggy-corned-beef-sandwich_s4x3.jpg.rend.hgtvcom.231.174.suffix/1483635636489.jpeg                                                | If you're looking for a great sandwich, swing by Kenny & Ziggy's, the New York-style deli that's making all the classics. You'll find Yiddish favorites such as Mishmosh soup and 10-ounce pastrami sandwiches, plus the eight-decker mother of all deli sandwiches called The Zellagabetsky.                                                                                                                                                                                                                                                                                                                                                                                                                                                        | 2327 Post Oak Blvd, Houston, TX 77056, USA                                                             |          29.7432552 |           -95.460048 | Houston, TX                          | ChIJHYyTUmrBQIYRrwpCK_VLkMY                                                                                                                                                                                                                                     | test_episode_info33
           499 | Smokin' Guns BBQ                                                     | //food.fnr.sndimg.com/content/dam/images/food/unsized/2013/8/14/0/FN_OTR-Burnt-Ends_s4x3.jpg                                                                                                                                         | Those not in the know might drive right by Smokin' Guns BBQ in North Kansas City's industrial district, but they would miss what Guy calls "one killer brisket." Helmed by Phil Hopkins and his wife, Linda, the eatery boasts "competition-worthy" 'cue that has earned more than 400 awards to date.                                                                                                                                                                                                                                                                                                                                                                                                                                               | 1218 Swift St, North Kansas City, MO 64116, USA                                                        |          39.1309755 |   -94.57781519999999 | North Kansas City, MO                | ChIJv9olILzwwIcRDKN_OoAVzOE                                                                                                                                                                                                                                     | test_episode_info33
           500 | Standard Diner                                                       | //food.fnr.sndimg.com/content/dam/images/food/fullset/2009/11/11/0/DV0509_Country-Fried-Tuna_s4x3.jpg.rend.hgtvcom.231.174.suffix/1371589437216.jpeg                                                                                 | Standard Diner wanted to "rethink" the diner with dishes that are anything but standard. They converted a 1930s gas station into a modern restaurant with a menu to match. Guy devoured the bacon-wrapped meatloaf with bourbon-infused butter — an "on-point" dish for sure.                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | 320 Central Ave SE, Albuquerque, NM 87102, USA                                                         |          35.0832443 |         -106.6437982 | Albuquerque, NM                      | ChIJ46kd-LwMIocRpxYcb9EMhjI                                                                                                                                                                                                                                     | test_episode_info33
           501 | Jamie's Broadway Grille                                              | //food.fnr.sndimg.com/content/dam/images/food/fullset/2014/11/11/0/DV0601H_Jamies_s4x3.jpg.rend.hgtvcom.231.174.suffix/1415725859495.jpeg                                                                                            | The only way you'll find this unmarked dive bar is if you know to look for its green awning. The filet mignon sandwich with toasted garlic bread left Guy speechless. He also appreciated the melt-in-your-mouth smoked prime rib with au jus. Be sure to check out their rotating daily specials too.                                                                                                                                                                                                                                                                                                                                                                                                                                               | 427 Broadway, Sacramento, CA 95818, USA                                                                |          38.5659403 |         -121.5076239 | Sacramento, CA                       | ChIJY7BwEDzRmoARSYJNg7jU44k                                                                                                                                                                                                                                     | test_episode_info33
           502 | Don Chow Tacos                                                       | //food.fnr.sndimg.com/content/dam/images/food/fullset/2013/6/20/1/OTR_DV0908_Don-Chow-Tacos_s4x3.jpg.rend.hgtvcom.231.174.suffix/1383330679440.jpeg                                                                                  | Don Chow Tacos Los Angeles food truck fuses Chinese and Mexican cuisines to create such unique dishes as Chimales (Chinese-Mexican tamales, meat-stuffed masa wrapped in corn husks and steamed). Also worth a try: Kung Pao Chicken Tacos and the sweet 'n' smoky Chinese BBQ Pork Burritos.                                                                                                                                                                                                                                                                                                                                                                                                                                                        | (Approximate Location) Los Angeles, CA 90017, USA                                                      |          34.0543797 |         -118.2672801 | Los Angeles, CA                      | ChIJW9EHUaXHwoARgRwmyTwx9OU                                                                                                                                                                                                                                     | test_episode_info33
           503 | Santa Cruz Diner                                                     | static/img/attachment-guys-diner-background.jpg                                                                                                                                                                                      | Classic diner fare meets Vietnamese comfort food at this homey California spot. The family-friendly diner serves everything from eggs Benedict to spicy Thai coconut soup, and Guy says the pho (a rice noodle soup with thinly sliced beef and broth) is "crazy good."                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 909 Ocean St, Santa Cruz, CA 95060, USA                                                                |          36.9803275 |         -122.0218998 | Santa Cruz, CA                       | ChIJRUPBoiRAjoARrByEsuZIduU                                                                                                                                                                                                                                     | test_episode_info33
           504 | Bar Gernika                                                          | //food.fnr.sndimg.com/content/dam/images/food/fullset/2017/1/17/0/FN_iconic-idaho-food-gernika-beef-tongue-toast_s4x3.jpg.rend.hgtvcom.231.174.suffix/1484686928896.jpeg                                                             | Located on Boise, Idaho's, Basque Block, Bar Gernika is serving up Basque comfort food. Guy loved the marinated pork and peppers in the Solomo Sandwich. The lamb grinder was "nice and juicy" and Guy drained the accompanying au jus. Feeling brave? Try the beef tongue served in a garlic tomato sauce.                                                                                                                                                                                                                                                                                                                                                                                                                                          | 202 S Capitol Blvd, Boise, ID 83702, USA                                                               |          43.6140411 |         -116.2029249 | Boise, ID                            | ChIJ0_5i0-T4rlQRPTyZLh_rujU                                                                                                                                                                                                                                     | test_episode_info33
           505 | Valencia Luncheria                                                   | //food.fnr.sndimg.com/content/dam/images/food/fullset/2016/12/8/2/FN_iconic-connecticut-food-Valencia-arepas_s4x3.jpg.rend.hgtvcom.231.174.suffix/1481231015824.jpeg                                                                 | Valencia Luncheria took Guy by surprise, as he'd never had the Venezuelan tortilla called an arepa. The thick tortilla gets fried and then stuffed with both savory and sweet fillings. Think roasted pork shoulder, tender shredded chicken, ceviche and even Nutella and cream cheese.                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 164 Main St, Norwalk, CT 06851, USA                                                                    |          41.1258139 |          -73.4190878 | Norwalk, CT                          | ChIJG7-7psod6IkRVuz9UqHZqqg                                                                                                                                                                                                                                     | test_episode_info34
           506 | Taco Xpress                                                          | //food.fnr.sndimg.com/content/dam/images/food/fullset/2014/7/7/0/DV0308H_Taco-Xpress-Taco_s4x3.jpg.rend.hgtvcom.231.174.suffix/1404759531875.jpeg                                                                                    | To taste the funky and weird side of Austin, Rachael gets a local tip to visit Maria's Taco Xpress with its bright murals and good cheap eats. Rachael ordered the popular migas breakfast tacos, but for dinner, it's all about the pollo guisado chicken tacos made with a smoky chipotle sauce.                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 2529 S Lamar Blvd, Austin, TX 78704, USA                                                               |          30.2458009 |          -97.7783674 | Austin, TX                           | ChIJBwf_t9a0RIYROfeaBDnPMfM                                                                                                                                                                                                                                     | test_episode_info34
           507 | Dough Pizzeria Napoletana                                            | //food.fnr.sndimg.com/content/dam/images/food/fullset/2016/11/5/0/FN_san-antonio-dining-guide-Dough-Pizzeria-Napoletana-Pork-Lovers-Pizza_s4x3.jpg.rend.hgtvcom.231.174.suffix/1478376027620.jpeg                                    | The pizza at Dough Pizzeria Napoletana is so authentic, owner Doug Horn even has the L'Associazione Vera Pizza Napoletana certificate to prove he serves bona fide Neapolitan pizza. Guy's visit was a lesson in "mega awesome," starting with the handmade mozzarella and the irresistible prosciutto.                                                                                                                                                                                                                                                                                                                                                                                                                                              | 6989 Blanco Rd, San Antonio, TX 78216, USA                                                             |          29.5193537 |          -98.5074659 | San Antonio, TX                      | ChIJoxG_33RgXIYRYOInm7RAMKo                                                                                                                                                                                                                                     | test_episode_info34
           508 | North End Caffe                                                      | //food.fnr.sndimg.com/content/dam/images/food/fullset/2011/1/4/1/DV0901H_Pasta-Carbonara_s4x3.jpg.rend.hgtvcom.231.174.suffix/1371595102188.jpeg                                                                                     | After buying a one-way ticket to Rome, John Atkinson returned home to Manhattan Beach, Calif., and opened his version of gourmet short order. He learned the trick to a great pasta carbonara. As for the signature Kahlua Pig Monte Cristo Egg Rolls? Guy said they were "supercalifragilistic tender."                                                                                                                                                                                                                                                                                                                                                                                                                                             | 3421 Highland Ave, Manhattan Beach, CA 90266, USA                                                      |          33.8995291 |         -118.4173918 | Manhattan Beach, CA                  | ChIJx-8zz9-zwoARbAnoU8bzg0c                                                                                                                                                                                                                                     | test_episode_info34
           509 | Haus Murphy's                                                        | static/img/attachment-guys-diner-background.jpg                                                                                                                                                                                      | At Haus Murphy's, you'll find hearty food made from scratch that owner Rose Hoffman grew up with in Munich. Enjoy a big pretzel and a beer, let the sauerbraten tickle your sweet and sour taste buds, or try a German sour roast served with potatoes and cabbage.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | 5739 W Glendale Ave, Glendale, AZ 85301, USA                                                           |          33.5383092 |         -112.1830044 | Glendale, AZ                         | ChIJiaYTDBtrK4cRHVwxqHZEgkg                                                                                                                                                                                                                                     | test_episode_info34
           510 | The Oinkster                                                         | //food.fnr.sndimg.com/content/dam/images/food/fullset/2011/7/26/1/DV0803_bbq-pulled-pork-with-carolina-sauce_s4x3.jpg.rend.hgtvcom.231.174.suffix/1371599798254.jpeg                                                                 | The house-cured pastrami at The Oinkster redefines slow fast food says owner Andre Guerrero. Guy couldn't agree more. The signature Oinkster pastrami sandwich was best described as "liqua smoka porka flavor," and with homemade ketchup and perfect onion rings, the meal was totally on-point.                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 2005 Colorado Blvd, Eagle Rock, CA 90041, USA                                                          |          34.1395542 |          -118.210492 | Los Angeles, CA                      | ChIJ5dEiw2DBwoARxLgFqYFY4Go                                                                                                                                                                                                                                     | test_episode_info34
           511 | Union Woodshop                                                       | //food.fnr.sndimg.com/content/dam/images/food/fullset/2011/12/18/0/DV1303H_the-porker_s4x3.jpg.rend.hgtvcom.231.174.suffix/1371603421161.jpeg                                                                                        | All the locals know to come to Union Woodshop for great barbecue, especially Kid Rock. The unctuous flavor from The Porker, which has a house-ground pork patty, housemade Michigan maple bacon and housemade hotlinks, wowed Guy. Diners also enjoy the pizza kitchen and whiskey bar.                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 18 S Main St, City of the Village of Clarkston, MI 48346, USA                                          |          42.7354928 |   -83.41830379999999 | City of the Village of Clarkston, MI | ChIJkTj_WV6XJIgRweTaUEc_GR4                                                                                                                                                                                                                                     | test_episode_info34
           512 | Otto's Sausage Kitchen & Meat Market                                 | //food.fnr.sndimg.com/content/dam/images/food/unsized/2013/7/17/0/FNOTR_ottos-sausage_s541x406.jpg                                                                                                                                   | At Otto's they're serving up 50 different kinds of sausages 7 days a week. The old-fashioned hot dogs are "tender and creamy," according to Guy. Besides assorted bratwursts, deli meats like corned beef and roast beef are also available. For his sandwich, Guy got the "killer" smoked pastrami.                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 4138 SE Woodstock Blvd, Portland, OR 97202, USA                                                        |          45.4790278 |         -122.6197843 | Portland, OR                         | ChIJaWucFaEKlVQRANYWpe9m-Wc                                                                                                                                                                                                                                     | test_episode_info34
           513 | Tommy's Joynt                                                        | //food.fnr.sndimg.com/content/dam/images/food/fullset/2013/3/7/0/FNOTR_Tommys-Joynt-Sign_s4x3.jpg.rend.hgtvcom.231.174.suffix/1371613989252.jpeg                                                                                     | A neighborhood favorite for more than 60 years, Tommy's Joynt is a German hofbrau serving fresh-carved hot meat sandwiches packed full of turkey, pastrami, brisket, ham and more. Need a recommendation? Guy says the corned beef "just melts in your mouth" and the roast beef is "better than prime rib."                                                                                                                                                                                                                                                                                                                                                                                                                                         | 1101 Geary Blvd, San Francisco, CA 94109, USA                                                          |           37.785533 |         -122.4217955 | San Francisco, CA                    | ChIJx1hSeJaAhYARCjj-ETITKkM                                                                                                                                                                                                                                     | test_episode_info34
           514 | Rainbow Drive-In                                                     | //food.fnr.sndimg.com/content/dam/images/food/fullset/2011/5/12/0/DV0908H_shoyu-chicken_s4x3.jpg.rend.hgtvcom.231.174.suffix/1371597585629.jpeg                                                                                      | Eating at Rainbow Drive-In has been a Hawaiian tradition for over 50 years, with locals and tourists lining up for the legendary mixed and Loco Moco plates. Guy's Loco Moco included a hamburger patty, fried egg, rice and "are-you-kidding-me?" gravy. As Guy says, this is fast food Hawaiian-style.                                                                                                                                                                                                                                                                                                                                                                                                                                             | 3308 Kanaina Ave, Honolulu, HI 96815, USA                                                              |          21.2759346 |         -157.8145378 | Honolulu, HI                         | ChIJURQNMH9yAHwR6Z0ak-qg4_I                                                                                                                                                                                                                                     | test_episode_info34
           515 | Bob's Clam Hut                                                       | //food.fnr.sndimg.com/content/dam/images/food/fullset/2014/11/4/0/DV1002H_Bobs-Clam-Hut_s4x3.jpg.rend.hgtvcom.231.174.suffix/1415119627716.jpeg                                                                                      | If Guy was "jammin' like you're clammin'" at Bob's Clam Hut, you might be too. They've been doing clam dinners the same way here since the '50s. Get an order of Bob's clams, in which whole belly clams are dredged in a corn-and-white-flour blend, or try Lillian's version, in which the clams get a milk-and-egg wash before frying.                                                                                                                                                                                                                                                                                                                                                                                                            | 315 US-1, Kittery, ME 03904, USA                                                                       |          43.1130719 |          -70.7328884 | Kittery, ME                          | ChIJM1PEvru-4okRWePKf-qHuDk                                                                                                                                                                                                                                     | test_episode_info34
           516 | Kramarczuk's                                                         | //food.fnr.sndimg.com/content/dam/images/food/fullset/2014/11/4/0/DV1001H_Kramarczuks_s4x3.jpg.rend.hgtvcom.231.174.suffix/1415119627707.jpeg                                                                                        | Take a ride with Guy to Kramarczuk's, an old European country food spot known for "stick-to-your-ribs food." If you're a sausage lover, then this is the place to get homemade sausage and boiled cabbage rolls. You can't leave without trying Varenyky, the dish with three meats and three potatoes.                                                                                                                                                                                                                                                                                                                                                                                                                                              | 215 E Hennepin Ave, Minneapolis, MN 55414, USA                                                         |          44.9879703 |          -93.2573401 | Minneapolis, MN                      | ChIJY8bhzH4ts1IReyub3xLSujc                                                                                                                                                                                                                                     | test_episode_info34
           517 | South 21 Drive-in                                                    | //food.fnr.sndimg.com/content/dam/images/food/fullset/2014/11/12/0/DV0806H_South-21-Drive-in_s4x3.jpg.rend.hgtvcom.231.174.suffix/1415824005721.jpeg                                                                                 | Since 1955, South 21 Drive-In has been serving more than 20,000 meals a month to Charlotte, N.C., locals; so Guy had to check them out. He's glad he did for their classic American burgers and shakes, including the Super Boy, a signature double burger with scratch-made chili and tangy slaw.                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 3101 E Independence Blvd, Charlotte, NC 28205, USA                                                     |           35.203313 |   -80.79043089999999 | Charlotte, NC                        | ChIJsclAgxcgVIgRiCsPSxDYgmA                                                                                                                                                                                                                                     | test_episode_info34
           518 | Nadine's Restaurant                                                  | //food.fnr.sndimg.com/content/dam/images/food/fullset/2014/11/21/1/DV0410H_Nadines-Restaurant_s4x3.jpg.rend.hgtvcom.231.174.suffix/1416607162842.jpeg                                                                                | Nadine's in Pittsburgh provides homemade food with home-style comfort; owner Nadine Voelker even puts up birthday banners for her restaurant's many regulars. Specialties include roast beef, fried bologna and — Guy's favorite — Na's Pasta, piled high with sausage, salami and ham.                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 19 S 27th St, Pittsburgh, PA 15203, USA                                                                |           40.426388 |           -79.967246 | Pittsburgh, PA                       | ChIJwX8QgnbxNIgR0fKCCEXX7rU                                                                                                                                                                                                                                     | test_episode_info34
           519 | Emily's Lebanese Deli                                                | static/img/attachment-guys-diner-background.jpg                                                                                                                                                                                      | In downtown Minneapolis, Emily's has been serving family-style Lebanese food for more than 38 years. The signature lamb shish kebab had Guy singing its praises. The kibbi made with raw ground beef and spices was equally delicious — Guy described it as the Lebanese version of steak tartare.                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 641 University Ave NE, Minneapolis, MN 55413, USA                                                      |   44.99563879999999 |   -93.26139049999999 | Minneapolis, MN                      | ChIJtRDvMocts1IRmjLUNbltac0                                                                                                                                                                                                                                     | test_episode_info34
           520 | Rigoletto Italian Bakery & Cafe                                      | //food.fnr.sndimg.com/content/dam/images/food/fullset/2014/10/27/0/DV1210H_Rigoletto_s4x3.jpg.rend.hgtvcom.231.174.suffix/1414441433728.jpeg                                                                                         | You'll feel like you're in Italy at this mother and daughter-run bakery and cafe. Guy loved the sandwich with thin-sliced Marsala-marinated beef on fresh focaccia bread. The specialty is the stuffed meatballs, which are filled with cold cuts and cheese. For dessert, try the eclairs or the cannoli.                                                                                                                                                                                                                                                                                                                                                                                                                                           | 2181 Upton Dr #414, Virginia Beach, VA 23454, USA                                                      |          36.7578433 |          -76.0079655 | Virginia Beach, VA                   | ChIJGQFdBXHBuokRlg84rmXSetk                                                                                                                                                                                                                                     | test_episode_info35
